temperature;pressure;system_kinetic_energy;potential_energy;total_energy;virial;msd;diffusion
2.815877;5.4148445;5821.947;-4462.253;1359.6938;18013.654;0.0002109249;0.0070308303
2.8689275;6.749814;6014.4404;-3577.5874;2436.853;24731.23;0.0008487745;0.014146241
3.0323455;8.46399;6566.722;-2504.8086;4061.9138;32723.717;0.0019304503;0.021449449
3.4438052;10.034627;7688.7246;-1718.1257;5970.5986;38740.836;0.0035049731;0.02920811
4.142965;11.125246;9300.649;-1454.2571;7846.3926;41157.555;0.0056683007;0.037788674
5.001583;11.827769;11078.857;-1530.5984;9548.259;41143.418;0.0085486155;0.047492307
5.8549323;12.332545;12757.11;-1713.1812;11043.93;40264.473;0.012269223;0.05842487
6.623211;12.722078;14236.874;-1912.2405;12324.634;39164.53;0.016923493;0.07051455
7.288171;13.019097;15505.616;-2114.266;13391.351;37993.363;0.022572584;0.08360216
7.8516006;13.252131;16551.96;-2299.1917;14252.769;36927.387;0.029253181;0.097510606
